Upstream1,Upstream2,Upstream3,timestep,flood_map_file
68.2217,6.6059,15.7739,8.0,/data/carlisle/simulation/Run7/Run7-0008.wd
68.0771,6.6059,16.1166,9.0,/data/carlisle/simulation/Run7/Run7-0009.wd
67.7879,6.63,16.3753,10.0,/data/carlisle/simulation/Run7/Run7-0010.wd
67.6433,6.6784,16.7223,11.0,/data/carlisle/simulation/Run7/Run7-0011.wd
68.5112,6.7268,17.1596,12.0,/data/carlisle/simulation/Run7/Run7-0012.wd
68.0771,6.7754,17.7336,13.0,/data/carlisle/simulation/Run7/Run7-0013.wd
68.2217,6.8486,18.5389,14.0,/data/carlisle/simulation/Run7/Run7-0014.wd
67.7879,6.922,19.5853,15.0,/data/carlisle/simulation/Run7/Run7-0015.wd
68.2217,7.0451,21.3086,16.0,/data/carlisle/simulation/Run7/Run7-0016.wd
67.7879,7.2187,23.8609,17.0,/data/carlisle/simulation/Run7/Run7-0017.wd
68.0771,7.419,27.3262,18.0,/data/carlisle/simulation/Run7/Run7-0018.wd
68.3664,7.6469,32.3491,19.0,/data/carlisle/simulation/Run7/Run7-0019.wd
67.7879,7.8258,38.6266,20.0,/data/carlisle/simulation/Run7/Run7-0020.wd
67.6433,8.0582,45.695,21.0,/data/carlisle/simulation/Run7/Run7-0021.wd
68.5112,8.2931,51.9365,22.0,/data/carlisle/simulation/Run7/Run7-0022.wd
69.0905,8.557,57.3176,23.0,/data/carlisle/simulation/Run7/Run7-0023.wd
68.9456,8.9047,60.5772,24.0,/data/carlisle/simulation/Run7/Run7-0024.wd
69.2354,9.2575,62.2635,25.0,/data/carlisle/simulation/Run7/Run7-0025.wd
69.6703,9.6709,62.8744,26.0,/data/carlisle/simulation/Run7/Run7-0026.wd
69.6703,10.1476,62.5348,27.0,/data/carlisle/simulation/Run7/Run7-0027.wd
70.6865,10.6615,62.0603,28.0,/data/carlisle/simulation/Run7/Run7-0028.wd
71.8499,11.2436,62.2635,29.0,/data/carlisle/simulation/Run7/Run7-0029.wd
72.8698,11.8371,61.8574,30.0,/data/carlisle/simulation/Run7/Run7-0030.wd
73.5993,12.4115,61.5871,31.0,/data/carlisle/simulation/Run7/Run7-0031.wd
75.3536,12.872,61.5871,32.0,/data/carlisle/simulation/Run7/Run7-0032.wd
