Upstream1,Upstream2,Upstream3,timestep,flood_map_file
138.173,6.67839999,13.70300001,8.0,/data/carlisle/simulation/Run1/Run1-0008.wd
138.459,6.72680001,13.93299999,9.0,/data/carlisle/simulation/Run1/Run1-0009.wd
138.732,6.77540001,14.33000001,10.0,/data/carlisle/simulation/Run1/Run1-0010.wd
138.998,6.84860001,14.76399999,11.0,/data/carlisle/simulation/Run1/Run1-0011.wd
139.262,6.92199999,15.168,12.0,/data/carlisle/simulation/Run1/Run1-0012.wd
139.526,7.04510001,16.023,13.0,/data/carlisle/simulation/Run1/Run1-0013.wd
139.79,7.21869999,17.56700001,14.0,/data/carlisle/simulation/Run1/Run1-0014.wd
140.055,7.419,19.38099999,15.0,/data/carlisle/simulation/Run1/Run1-0015.wd
140.319,7.64690001,22.455,16.0,/data/carlisle/simulation/Run1/Run1-0016.wd
140.581,7.8258,26.775,17.0,/data/carlisle/simulation/Run1/Run1-0017.wd
140.836,8.05820001,32.77899999,18.0,/data/carlisle/simulation/Run1/Run1-0018.wd
141.083,8.29310001,38.92899999,19.0,/data/carlisle/simulation/Run1/Run1-0019.wd
141.317,8.55699999,44.58800001,20.0,/data/carlisle/simulation/Run1/Run1-0020.wd
141.54,8.90469999,48.846,21.0,/data/carlisle/simulation/Run1/Run1-0021.wd
141.751,9.25749999,51.558,22.0,/data/carlisle/simulation/Run1/Run1-0022.wd
141.951,9.67089999,52.938,23.0,/data/carlisle/simulation/Run1/Run1-0023.wd
142.155,10.14759999,53.99799999,24.0,/data/carlisle/simulation/Run1/Run1-0024.wd
142.364,10.66149999,53.66199999,25.0,/data/carlisle/simulation/Run1/Run1-0025.wd
142.574,11.24360001,53.66199999,26.0,/data/carlisle/simulation/Run1/Run1-0026.wd
142.776,11.8371,53.66199999,27.0,/data/carlisle/simulation/Run1/Run1-0027.wd
142.991,12.41150001,53.27199999,28.0,/data/carlisle/simulation/Run1/Run1-0028.wd
143.422,12.87200001,53.27199999,29.0,/data/carlisle/simulation/Run1/Run1-0029.wd
145.105,13.33880001,53.66199999,30.0,/data/carlisle/simulation/Run1/Run1-0030.wd
150.132,13.74830001,53.27199999,31.0,/data/carlisle/simulation/Run1/Run1-0031.wd
159.911,14.1435,53.27199999,32.0,/data/carlisle/simulation/Run1/Run1-0032.wd
173.085,14.57079999,53.27199999,33.0,/data/carlisle/simulation/Run1/Run1-0033.wd
187.082,14.92430001,53.27199999,34.0,/data/carlisle/simulation/Run1/Run1-0034.wd
150.843,15.3612,52.938,35.0,/data/carlisle/simulation/Run1/Run1-0035.wd
113.665,15.8034,52.27400001,36.0,/data/carlisle/simulation/Run1/Run1-0036.wd
125.169,16.1691,51.558,37.0,/data/carlisle/simulation/Run1/Run1-0037.wd
136.162,16.5795,50.847,38.0,/data/carlisle/simulation/Run1/Run1-0038.wd
146.762,16.86939999,49.16799999,39.0,/data/carlisle/simulation/Run1/Run1-0039.wd
157.318,17.11959999,48.525,40.0,/data/carlisle/simulation/Run1/Run1-0040.wd
167.494,17.41329999,47.19699999,41.0,/data/carlisle/simulation/Run1/Run1-0041.wd
178.39,17.66679999,45.88400001,42.0,/data/carlisle/simulation/Run1/Run1-0042.wd
189.053,18.1356,44.58800001,43.0,/data/carlisle/simulation/Run1/Run1-0043.wd
199.835,18.6528,43.92099999,44.0,/data/carlisle/simulation/Run1/Run1-0044.wd
210.21,18.8265,42.64899999,45.0,/data/carlisle/simulation/Run1/Run1-0045.wd
220.598,19.17609999,42.34599999,46.0,/data/carlisle/simulation/Run1/Run1-0046.wd
230.837,19.61679999,42.04400001,47.0,/data/carlisle/simulation/Run1/Run1-0047.wd
241.076,20.10650001,42.04400001,48.0,/data/carlisle/simulation/Run1/Run1-0048.wd
251.41,20.60120001,42.34599999,49.0,/data/carlisle/simulation/Run1/Run1-0049.wd
261.519,21.23810001,42.64899999,50.0,/data/carlisle/simulation/Run1/Run1-0050.wd
271.514,21.92949999,43.92099999,51.0,/data/carlisle/simulation/Run1/Run1-0051.wd
281.31,22.34889999,45.88400001,52.0,/data/carlisle/simulation/Run1/Run1-0052.wd
291.052,23.00780001,47.832,53.0,/data/carlisle/simulation/Run1/Run1-0053.wd
300.883,23.96300001,51.22899999,54.0,/data/carlisle/simulation/Run1/Run1-0054.wd
310.392,24.5439,54.672,55.0,/data/carlisle/simulation/Run1/Run1-0055.wd
320.071,25.6737,58.96700001,56.0,/data/carlisle/simulation/Run1/Run1-0056.wd
329.789,26.82470001,63.04700001,57.0,/data/carlisle/simulation/Run1/Run1-0057.wd
339.421,27.74030001,66.50900001,58.0,/data/carlisle/simulation/Run1/Run1-0058.wd
349.704,28.66869999,69.99099999,59.0,/data/carlisle/simulation/Run1/Run1-0059.wd
360.867,29.3997,74.781,60.0,/data/carlisle/simulation/Run1/Run1-0060.wd
372.465,30.29769999,78.45099999,61.0,/data/carlisle/simulation/Run1/Run1-0061.wd
383.479,31.5306,81.79599999,62.0,/data/carlisle/simulation/Run1/Run1-0062.wd
396.446,32.78420001,84.792,63.0,/data/carlisle/simulation/Run1/Run1-0063.wd
408.641,34.11410001,89.169,64.0,/data/carlisle/simulation/Run1/Run1-0064.wd
419.304,35.52290001,93.576,65.0,/data/carlisle/simulation/Run1/Run1-0065.wd
430.095,36.89780001,96.762,66.0,/data/carlisle/simulation/Run1/Run1-0066.wd
438.877,38.35329999,97.20099999,67.0,/data/carlisle/simulation/Run1/Run1-0067.wd
445.85,40.07120001,99.999,68.0,/data/carlisle/simulation/Run1/Run1-0068.wd
450.7,41.51679999,101.86,69.0,/data/carlisle/simulation/Run1/Run1-0069.wd
454.02,42.98379999,103.737,70.0,/data/carlisle/simulation/Run1/Run1-0070.wd
457.636,44.2227,102.759,71.0,/data/carlisle/simulation/Run1/Run1-0071.wd
460.488,45.2244,103.737,72.0,/data/carlisle/simulation/Run1/Run1-0072.wd
463.156,45.66560001,104.19,73.0,/data/carlisle/simulation/Run1/Run1-0073.wd
465.417,46.10859999,105.175,74.0,/data/carlisle/simulation/Run1/Run1-0074.wd
467.519,46.36250001,106.621,75.0,/data/carlisle/simulation/Run1/Run1-0075.wd
469.364,46.299,108.0,76.0,/data/carlisle/simulation/Run1/Run1-0076.wd
471.121,46.5534,109.001,77.0,/data/carlisle/simulation/Run1/Run1-0077.wd
472.849,47.256,111.406,78.0,/data/carlisle/simulation/Run1/Run1-0078.wd
474.486,47.57679999,111.874,79.0,/data/carlisle/simulation/Run1/Run1-0079.wd
476.183,48.09200001,110.938,80.0,/data/carlisle/simulation/Run1/Run1-0080.wd
478.027,48.80420001,110.938,81.0,/data/carlisle/simulation/Run1/Run1-0081.wd
479.874,49.3902,109.465,82.0,/data/carlisle/simulation/Run1/Run1-0082.wd
481.561,50.04470001,108.0,83.0,/data/carlisle/simulation/Run1/Run1-0083.wd
483.047,51.0333,107.08,84.0,/data/carlisle/simulation/Run1/Run1-0084.wd
484.358,51.56390001,108.538,85.0,/data/carlisle/simulation/Run1/Run1-0085.wd
485.553,52.431,107.539,86.0,/data/carlisle/simulation/Run1/Run1-0086.wd
486.714,53.6415,109.465,87.0,/data/carlisle/simulation/Run1/Run1-0087.wd
488.322,54.93200001,112.421,88.0,/data/carlisle/simulation/Run1/Run1-0088.wd
491.632,56.0286,114.861,89.0,/data/carlisle/simulation/Run1/Run1-0089.wd
497.542,56.5803,118.366,90.0,/data/carlisle/simulation/Run1/Run1-0090.wd
504.632,57.83000001,122.898,91.0,/data/carlisle/simulation/Run1/Run1-0091.wd
512.772,58.59939999,125.442,92.0,/data/carlisle/simulation/Run1/Run1-0092.wd
523.224,58.7397,133.305,93.0,/data/carlisle/simulation/Run1/Run1-0093.wd
534.596,59.373,142.532,94.0,/data/carlisle/simulation/Run1/Run1-0094.wd
546.25,59.3025,149.174,95.0,/data/carlisle/simulation/Run1/Run1-0095.wd
558.2660001,60.64809999,157.702,96.0,/data/carlisle/simulation/Run1/Run1-0096.wd
570.3540002,61.5045,161.121,97.0,/data/carlisle/simulation/Run1/Run1-0097.wd
581.9600001,62.29389999,168.158,98.0,/data/carlisle/simulation/Run1/Run1-0098.wd
590.9300001,62.79849999,179.621,99.0,/data/carlisle/simulation/Run1/Run1-0099.wd
599.753,63.23229999,192.052,100.0,/data/carlisle/simulation/Run1/Run1-0100.wd
608.2600002,63.66740001,202.285,101.0,/data/carlisle/simulation/Run1/Run1-0101.wd
614.9679998,64.39539999,212.88,102.0,/data/carlisle/simulation/Run1/Run1-0102.wd
623.2430001,64.90700001,223.628,103.0,/data/carlisle/simulation/Run1/Run1-0103.wd
637.3930002,65.5674,231.083,104.0,/data/carlisle/simulation/Run1/Run1-0104.wd
657.8569998,66.52610001,235.301,105.0,/data/carlisle/simulation/Run1/Run1-0105.wd
680.7589998,67.63959999,240.23,106.0,/data/carlisle/simulation/Run1/Run1-0106.wd
701.2540002,68.9109,243.733,107.0,/data/carlisle/simulation/Run1/Run1-0107.wd
715.6640002,70.1922,245.893,108.0,/data/carlisle/simulation/Run1/Run1-0108.wd
729.7959999,71.4834,246.576,109.0,/data/carlisle/simulation/Run1/Run1-0109.wd
742.2599998,72.7845,248.061,110.0,/data/carlisle/simulation/Run1/Run1-0110.wd
752.9760002,74.01800001,248.748,111.0,/data/carlisle/simulation/Run1/Run1-0111.wd
765.6,75.10449999,248.061,112.0,/data/carlisle/simulation/Run1/Run1-0112.wd
773.8909998,76.041,245.21,113.0,/data/carlisle/simulation/Run1/Run1-0113.wd
780.6800001,76.9038,240.906,114.0,/data/carlisle/simulation/Run1/Run1-0114.wd
787.402,77.6127,238.096,115.0,/data/carlisle/simulation/Run1/Run1-0115.wd
794.4719998,78.24519999,235.301,116.0,/data/carlisle/simulation/Run1/Run1-0116.wd
