Upstream1,Upstream2,Upstream3,timestep,flood_map_file
138.4474828,2.22212,32.7514,8.0,/data/carlisle/simulation/Run6/Run6-0008.wd
143.9232773,2.26448,32.87944,9.0,/data/carlisle/simulation/Run6/Run6-0009.wd
149.3990718,2.30684,33.00748,10.0,/data/carlisle/simulation/Run6/Run6-0010.wd
154.8748663,2.3492,33.13552,11.0,/data/carlisle/simulation/Run6/Run6-0011.wd
160.3762378,2.39156,33.26356,12.0,/data/carlisle/simulation/Run6/Run6-0012.wd
165.7923525,2.43392,33.3916,13.0,/data/carlisle/simulation/Run6/Run6-0013.wd
171.293724,2.47628,33.51964,14.0,/data/carlisle/simulation/Run6/Run6-0014.wd
176.7950956,2.51864,33.64768,15.0,/data/carlisle/simulation/Run6/Run6-0015.wd
182.2964672,2.561,33.77572,16.0,/data/carlisle/simulation/Run6/Run6-0016.wd
187.7978387,2.60336,33.90376,17.0,/data/carlisle/simulation/Run6/Run6-0017.wd
193.2992103,2.64572,34.0318,18.0,/data/carlisle/simulation/Run6/Run6-0018.wd
198.8005819,2.68808,34.15984,19.0,/data/carlisle/simulation/Run6/Run6-0019.wd
204.3019534,2.73044,34.28788,20.0,/data/carlisle/simulation/Run6/Run6-0020.wd
209.803325,2.7728,34.41592,21.0,/data/carlisle/simulation/Run6/Run6-0021.wd
215.3046966,2.81516,34.54396,22.0,/data/carlisle/simulation/Run6/Run6-0022.wd
220.8060682,2.85752,34.672,23.0,/data/carlisle/simulation/Run6/Run6-0023.wd
226.3074397,2.89988,34.80004,24.0,/data/carlisle/simulation/Run6/Run6-0024.wd
231.8088113,2.94224,34.92808,25.0,/data/carlisle/simulation/Run6/Run6-0025.wd
237.3101829,2.9846,35.05612,26.0,/data/carlisle/simulation/Run6/Run6-0026.wd
242.8115544,3.02696,35.18416,27.0,/data/carlisle/simulation/Run6/Run6-0027.wd
248.312926,3.06932,35.3122,28.0,/data/carlisle/simulation/Run6/Run6-0028.wd
253.8142976,3.11168,35.44024,29.0,/data/carlisle/simulation/Run6/Run6-0029.wd
259.3156692,3.15404,35.56828,30.0,/data/carlisle/simulation/Run6/Run6-0030.wd
264.8170407,3.1964,35.69632,31.0,/data/carlisle/simulation/Run6/Run6-0031.wd
270.3184123,3.23876,35.82436,32.0,/data/carlisle/simulation/Run6/Run6-0032.wd
275.8197839,3.28112,35.9524,33.0,/data/carlisle/simulation/Run6/Run6-0033.wd
281.3211554,3.32348,36.08044,34.0,/data/carlisle/simulation/Run6/Run6-0034.wd
286.822527,3.36584,36.20848,35.0,/data/carlisle/simulation/Run6/Run6-0035.wd
292.3238986,3.4082,36.33652,36.0,/data/carlisle/simulation/Run6/Run6-0036.wd
297.8252702,3.45056,36.46456,37.0,/data/carlisle/simulation/Run6/Run6-0037.wd
