model,d_plus,d_minus
Tier-2,0.24569513382821642,0.14449422245025825
Tier-4,0.16635817999169147,0.24479479728451062
Tier-3,0.22728091930882327,0.15269398699735032
Tier-1,0.2397602210504627,0.144631797930628
