,a_plus,a_minus
RMSE,0.14142857142857143,0.007071428571428572
mRMSE,0.14142857142857143,0.0012169242567057665
Hitrate,0.14142857142857143,0.007071428571428572
CSI,0.14142857142857143,0.007071428571428572
F2Score,0.14142857142857143,0.007071428571428572
F3Score,0.14142857142857143,0.007071428571428572
Latency,0.0,0.0
Memory,0.0033333333333333335,0.0001666666666666667
FLOPs,0.0033333333333333335,0.0001666666666666667
Parameters,0.0033333333333333335,0.0001666666666666667
