model,d_plus,d_minus
Tier-2,0.2615123029083328,0.34519022035364233
Tier-4,0.41173649547943647,0.17454163748303766
Tier-3,0.2615074861361268,0.34540634473983545
Tier-1,0.26757426216759556,0.3494488395431487
