model,d_plus,d_minus
Tier-2,0.31373616851465763,0.053525580528758505
Tier-4,0.005484827557301445,0.3315396132988051
Tier-3,0.28462198373007713,0.08769671808596087
Tier-1,0.3026722458178256,0.04459935551107212
