RMSE,mRMSE,Hitrate,CSI,F2Score,F3Score,Latency,Memory,FLOPs,Parameters
0.005000000000000001,0.000860451494640441,0.042769591541716556,0.005000000000000001,0.005000000000000001,0.005000000000000001,0.09987224972030662,0.04219079355034922,0.1,0.011568057884922728
0.1,0.1,0.1,0.1,0.1,0.1,0.07550420341878993,0.005000000000000001,0.005000000000000001,0.005000000000000001
0.005731614927514405,0.008147094615604795,0.06409005761878478,0.013934885627759214,0.01772416806104891,0.01222199308154457,0.1,0.04219079355034922,0.1,0.011568057884922728
0.006870168953095508,0.005000000000000001,0.005000000000000001,0.023307383327625088,0.009155537120985786,0.0297045290430168,0.005000000000000001,0.1,0.048416368463966526,0.1
