RMSE,mRMSE,Hitrate,CSI,F2Score,F3Score,Latency,Memory,FLOPs,Parameters
0.00825,0.0014197449661567277,0.07056982604383231,0.00825,0.00825,0.00825,0.002496806243007665,0.0010547698387587305,0.0025,0.0002892014471230682
0.165,0.165,0.165,0.165,0.165,0.165,0.001887605085469748,0.000125,0.000125,0.000125
0.009457164630398767,0.013442706115747913,0.10574859507099489,0.022992561285802703,0.029244877300730707,0.02016628858454854,0.0025,0.0010547698387587305,0.0025,0.0002892014471230682
0.011335778772607588,0.00825,0.00825,0.038457182490581394,0.015106636249626547,0.04901247292097772,0.000125,0.0025,0.001210409211599163,0.0025
