Unnamed: 0,Date_Time,River_flow,Sea_level,flood_map_file
0,2022-07-12 03:00:00,433.8538089069015,-1.119809116559986,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_03-00-00.tif
1,2022-07-12 03:30:00,431.7768680735464,-1.0598091165599857,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_03-30-00.tif
2,2022-07-12 04:00:00,429.6999272401914,-0.912809116559986,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_04-00-00.tif
3,2022-07-12 04:30:00,428.14208971610367,-0.6978091165599859,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_04-30-00.tif
4,2022-07-12 05:00:00,426.584252192016,-0.4098091165599858,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_05-00-00.tif
5,2022-07-12 05:30:00,426.43883122575255,-0.0838091165599858,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_05-30-00.tif
6,2022-07-12 06:00:00,426.2934102594892,0.2851908834400141,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_06-00-00.tif
7,2022-07-12 06:30:00,429.1313154430991,0.6151908834400142,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_06-30-00.tif
8,2022-07-12 07:00:00,431.969220626709,0.959190883440014,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_07-00-00.tif
9,2022-07-12 07:30:00,439.06562156877,1.257190883440014,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_07-30-00.tif
10,2022-07-12 08:00:00,446.1620225108309,1.5181908834400142,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_08-00-00.tif
11,2022-07-12 08:30:00,461.8032456982276,1.6931908834400142,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_08-30-00.tif
12,2022-07-12 09:00:00,477.44446888562425,1.7831908834400143,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_09-00-00.tif
13,2022-07-12 09:30:00,501.8936399078313,1.7951908834400143,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_09-30-00.tif
14,2022-07-12 10:00:00,526.3428109300384,1.7071908834400142,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_10-00-00.tif
15,2022-07-12 10:30:00,562.8618533977644,1.530190883440014,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_10-30-00.tif
16,2022-07-12 11:00:00,599.3808958654904,1.2781908834400142,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_11-00-00.tif
17,2022-07-12 11:30:00,646.7656529246935,0.9821908834400142,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_11-30-00.tif
18,2022-07-12 12:00:00,694.1504099838966,0.6401908834400141,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_12-00-00.tif
19,2022-07-12 12:30:00,739.4153828293381,0.3562815124974324,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_12-30-00.tif
20,2022-07-12 13:00:00,784.6803556747795,0.0133828108435781,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_13-00-00.tif
21,2022-07-12 13:30:00,811.7672550638439,-0.3001717634845872,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_13-30-00.tif
22,2022-07-12 14:00:00,838.8541544529082,-0.5278511794298871,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_14-00-00.tif
23,2022-07-12 14:30:00,851.315951680162,-0.7009415509506425,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_14-30-00.tif
24,2022-07-12 15:00:00,863.7777489074159,-0.8004454722130208,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_15-00-00.tif
25,2022-07-12 15:30:00,865.0660383871812,-0.8053200408270758,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_15-30-00.tif
26,2022-07-12 16:00:00,866.3543278669465,-0.7292565316128796,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_16-00-00.tif
27,2022-07-12 16:30:00,862.3269852253359,-0.5546789678971721,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_16-30-00.tif
28,2022-07-12 17:00:00,858.2996425837254,-0.3022342071004428,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_17-00-00.tif
29,2022-07-12 17:30:00,860.7495081090277,0.0106057560253581,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_17-30-00.tif
30,2022-07-12 18:00:00,863.1993736343301,0.3598794002888821,/data/westport/data/flood_maps/S52_depth_snapshots/depth_at_2022-07-12_18-00-00.tif
